date,county,state,fips,cases,deaths,new cases,new deaths
2020-05-13,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-14,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-15,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-16,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-17,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-18,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-19,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-20,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-21,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-22,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-23,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-24,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-25,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-26,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-27,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-28,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-29,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-30,Poquoson city,Virginia,51735.0,7,0,0,0
2020-05-31,Poquoson city,Virginia,51735.0,8,0,1,0
2020-06-01,Poquoson city,Virginia,51735.0,8,0,0,0
2020-06-02,Poquoson city,Virginia,51735.0,8,0,0,0
2020-06-03,Poquoson city,Virginia,51735.0,8,0,0,0
2020-06-04,Poquoson city,Virginia,51735.0,8,0,0,0
2020-06-05,Poquoson city,Virginia,51735.0,8,0,0,0
2020-06-06,Poquoson city,Virginia,51735.0,8,0,0,0
2020-06-07,Poquoson city,Virginia,51735.0,9,0,1,0
2020-06-08,Poquoson city,Virginia,51735.0,9,0,0,0
2020-06-09,Poquoson city,Virginia,51735.0,9,0,0,0
2020-06-10,Poquoson city,Virginia,51735.0,9,0,0,0
2020-06-11,Poquoson city,Virginia,51735.0,10,0,1,0
2020-06-12,Poquoson city,Virginia,51735.0,11,0,1,0
2020-06-13,Poquoson city,Virginia,51735.0,11,0,0,0
2020-06-14,Poquoson city,Virginia,51735.0,11,0,0,0
2020-06-15,Poquoson city,Virginia,51735.0,12,0,1,0
2020-06-16,Poquoson city,Virginia,51735.0,12,0,0,0
2020-06-17,Poquoson city,Virginia,51735.0,12,0,0,0
2020-06-18,Poquoson city,Virginia,51735.0,12,0,0,0
2020-06-19,Poquoson city,Virginia,51735.0,12,0,0,0
2020-06-20,Poquoson city,Virginia,51735.0,14,0,2,0
2020-06-21,Poquoson city,Virginia,51735.0,16,0,2,0
2020-06-22,Poquoson city,Virginia,51735.0,16,0,0,0
2020-06-23,Poquoson city,Virginia,51735.0,16,0,0,0
2020-06-24,Poquoson city,Virginia,51735.0,16,0,0,0
2020-06-25,Poquoson city,Virginia,51735.0,16,0,0,0
2020-06-26,Poquoson city,Virginia,51735.0,17,0,1,0
2020-06-27,Poquoson city,Virginia,51735.0,19,0,2,0
2020-06-28,Poquoson city,Virginia,51735.0,19,0,0,0
2020-06-29,Poquoson city,Virginia,51735.0,19,0,0,0
2020-06-30,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-01,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-02,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-03,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-04,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-05,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-06,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-07,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-08,Poquoson city,Virginia,51735.0,19,0,0,0
2020-07-09,Poquoson city,Virginia,51735.0,20,0,1,0
2020-03-20,Portsmouth city,Virginia,51740.0,1,0,1,0
2020-03-21,Portsmouth city,Virginia,51740.0,1,0,0,0
2020-03-22,Portsmouth city,Virginia,51740.0,1,0,0,0
2020-03-23,Portsmouth city,Virginia,51740.0,1,0,0,0
2020-03-24,Portsmouth city,Virginia,51740.0,3,0,2,0
2020-03-25,Portsmouth city,Virginia,51740.0,3,0,0,0
2020-03-26,Portsmouth city,Virginia,51740.0,3,0,0,0
2020-03-27,Portsmouth city,Virginia,51740.0,3,0,0,0
2020-03-28,Portsmouth city,Virginia,51740.0,4,0,1,0
2020-03-29,Portsmouth city,Virginia,51740.0,4,0,0,0
2020-03-30,Portsmouth city,Virginia,51740.0,4,0,0,0
2020-03-31,Portsmouth city,Virginia,51740.0,12,0,8,0
2020-04-01,Portsmouth city,Virginia,51740.0,13,0,1,0
2020-04-02,Portsmouth city,Virginia,51740.0,16,0,3,0
2020-04-03,Portsmouth city,Virginia,51740.0,17,1,1,1
2020-04-04,Portsmouth city,Virginia,51740.0,26,1,9,0
2020-04-05,Portsmouth city,Virginia,51740.0,26,1,0,0
2020-04-06,Portsmouth city,Virginia,51740.0,27,1,1,0
2020-04-07,Portsmouth city,Virginia,51740.0,36,1,9,0
2020-04-08,Portsmouth city,Virginia,51740.0,41,1,5,0
2020-04-09,Portsmouth city,Virginia,51740.0,44,1,3,0
2020-04-10,Portsmouth city,Virginia,51740.0,48,1,4,0
2020-04-11,Portsmouth city,Virginia,51740.0,49,1,1,0
2020-04-12,Portsmouth city,Virginia,51740.0,51,1,2,0
2020-04-13,Portsmouth city,Virginia,51740.0,54,1,3,0
2020-04-14,Portsmouth city,Virginia,51740.0,59,4,5,3
2020-04-15,Portsmouth city,Virginia,51740.0,59,4,0,0
2020-04-16,Portsmouth city,Virginia,51740.0,62,4,3,0
2020-04-17,Portsmouth city,Virginia,51740.0,63,4,1,0
2020-04-18,Portsmouth city,Virginia,51740.0,65,4,2,0
2020-04-19,Portsmouth city,Virginia,51740.0,65,4,0,0
2020-04-20,Portsmouth city,Virginia,51740.0,65,4,0,0
2020-04-21,Portsmouth city,Virginia,51740.0,82,4,17,0
2020-04-22,Portsmouth city,Virginia,51740.0,93,4,11,0
2020-04-23,Portsmouth city,Virginia,51740.0,98,4,5,0
2020-04-24,Portsmouth city,Virginia,51740.0,100,4,2,0
2020-04-25,Portsmouth city,Virginia,51740.0,103,5,3,1
2020-04-26,Portsmouth city,Virginia,51740.0,108,5,5,0
2020-04-27,Portsmouth city,Virginia,51740.0,114,5,6,0
2020-04-28,Portsmouth city,Virginia,51740.0,149,5,35,0
2020-04-29,Portsmouth city,Virginia,51740.0,150,5,1,0
2020-04-30,Portsmouth city,Virginia,51740.0,158,5,8,0
2020-05-01,Portsmouth city,Virginia,51740.0,170,7,12,2
2020-05-02,Portsmouth city,Virginia,51740.0,173,8,3,1
2020-05-03,Portsmouth city,Virginia,51740.0,183,8,10,0
2020-05-04,Portsmouth city,Virginia,51740.0,183,8,0,0
2020-05-05,Portsmouth city,Virginia,51740.0,187,8,4,0
2020-05-06,Portsmouth city,Virginia,51740.0,187,8,0,0
2020-05-07,Portsmouth city,Virginia,51740.0,193,8,6,0
2020-05-08,Portsmouth city,Virginia,51740.0,194,8,1,0
2020-05-09,Portsmouth city,Virginia,51740.0,202,8,8,0
2020-05-10,Portsmouth city,Virginia,51740.0,202,8,0,0
2020-05-11,Portsmouth city,Virginia,51740.0,208,8,6,0
2020-05-12,Portsmouth city,Virginia,51740.0,210,9,2,1
2020-05-13,Portsmouth city,Virginia,51740.0,213,9,3,0
2020-05-14,Portsmouth city,Virginia,51740.0,217,9,4,0
2020-05-15,Portsmouth city,Virginia,51740.0,219,10,2,1
2020-05-16,Portsmouth city,Virginia,51740.0,222,10,3,0
2020-05-17,Portsmouth city,Virginia,51740.0,225,10,3,0
2020-05-18,Portsmouth city,Virginia,51740.0,228,10,3,0
2020-05-19,Portsmouth city,Virginia,51740.0,237,10,9,0
2020-05-20,Portsmouth city,Virginia,51740.0,241,11,4,1
2020-05-21,Portsmouth city,Virginia,51740.0,245,11,4,0
2020-05-22,Portsmouth city,Virginia,51740.0,251,11,6,0
2020-05-23,Portsmouth city,Virginia,51740.0,253,11,2,0
2020-05-24,Portsmouth city,Virginia,51740.0,262,11,9,0
2020-05-25,Portsmouth city,Virginia,51740.0,272,11,10,0
2020-05-26,Portsmouth city,Virginia,51740.0,281,11,9,0
2020-05-27,Portsmouth city,Virginia,51740.0,282,11,1,0
2020-05-28,Portsmouth city,Virginia,51740.0,284,11,2,0
2020-05-29,Portsmouth city,Virginia,51740.0,294,11,10,0
2020-05-30,Portsmouth city,Virginia,51740.0,307,11,13,0
2020-05-31,Portsmouth city,Virginia,51740.0,308,11,1,0
2020-06-01,Portsmouth city,Virginia,51740.0,313,11,5,0
2020-06-02,Portsmouth city,Virginia,51740.0,325,11,12,0
2020-06-03,Portsmouth city,Virginia,51740.0,322,11,-3,0
2020-06-04,Portsmouth city,Virginia,51740.0,325,11,3,0
2020-06-05,Portsmouth city,Virginia,51740.0,325,11,0,0
2020-06-06,Portsmouth city,Virginia,51740.0,335,11,10,0
2020-06-07,Portsmouth city,Virginia,51740.0,343,11,8,0
2020-06-08,Portsmouth city,Virginia,51740.0,343,11,0,0
2020-06-09,Portsmouth city,Virginia,51740.0,351,11,8,0
2020-06-10,Portsmouth city,Virginia,51740.0,354,11,3,0
2020-06-11,Portsmouth city,Virginia,51740.0,364,11,10,0
2020-06-12,Portsmouth city,Virginia,51740.0,370,11,6,0
2020-06-13,Portsmouth city,Virginia,51740.0,375,12,5,1
2020-06-14,Portsmouth city,Virginia,51740.0,375,12,0,0
2020-06-15,Portsmouth city,Virginia,51740.0,386,12,11,0
2020-06-16,Portsmouth city,Virginia,51740.0,387,12,1,0
2020-06-17,Portsmouth city,Virginia,51740.0,395,13,8,1
2020-06-18,Portsmouth city,Virginia,51740.0,402,13,7,0
2020-06-19,Portsmouth city,Virginia,51740.0,405,13,3,0
2020-06-20,Portsmouth city,Virginia,51740.0,405,13,0,0
2020-06-21,Portsmouth city,Virginia,51740.0,406,13,1,0
2020-06-22,Portsmouth city,Virginia,51740.0,419,13,13,0
2020-06-23,Portsmouth city,Virginia,51740.0,421,16,2,3
2020-06-24,Portsmouth city,Virginia,51740.0,426,16,5,0
2020-06-25,Portsmouth city,Virginia,51740.0,442,16,16,0
2020-06-26,Portsmouth city,Virginia,51740.0,449,16,7,0
2020-06-27,Portsmouth city,Virginia,51740.0,455,16,6,0
2020-06-28,Portsmouth city,Virginia,51740.0,459,16,4,0
2020-06-29,Portsmouth city,Virginia,51740.0,471,16,12,0
2020-06-30,Portsmouth city,Virginia,51740.0,482,16,11,0
2020-07-01,Portsmouth city,Virginia,51740.0,497,16,15,0
2020-07-02,Portsmouth city,Virginia,51740.0,513,18,16,2
2020-07-03,Portsmouth city,Virginia,51740.0,526,18,13,0
2020-07-04,Portsmouth city,Virginia,51740.0,539,18,13,0
2020-07-05,Portsmouth city,Virginia,51740.0,549,18,10,0
2020-07-06,Portsmouth city,Virginia,51740.0,549,18,0,0
2020-07-07,Portsmouth city,Virginia,51740.0,572,18,23,0
2020-07-08,Portsmouth city,Virginia,51740.0,593,18,21,0
2020-07-09,Portsmouth city,Virginia,51740.0,605,18,12,0
2020-03-26,Radford city,Virginia,51750.0,1,0,1,0
2020-03-27,Radford city,Virginia,51750.0,1,0,0,0
2020-03-28,Radford city,Virginia,51750.0,1,0,0,0
2020-03-29,Radford city,Virginia,51750.0,1,0,0,0
2020-03-30,Radford city,Virginia,51750.0,1,0,0,0
2020-03-31,Radford city,Virginia,51750.0,1,0,0,0
2020-04-01,Radford city,Virginia,51750.0,1,0,0,0
2020-04-02,Radford city,Virginia,51750.0,1,0,0,0
2020-04-03,Radford city,Virginia,51750.0,1,0,0,0
2020-04-04,Radford city,Virginia,51750.0,1,0,0,0
2020-04-05,Radford city,Virginia,51750.0,1,0,0,0
2020-04-06,Radford city,Virginia,51750.0,1,0,0,0
2020-04-07,Radford city,Virginia,51750.0,1,0,0,0
2020-04-08,Radford city,Virginia,51750.0,1,0,0,0
2020-04-09,Radford city,Virginia,51750.0,1,0,0,0
2020-04-10,Radford city,Virginia,51750.0,1,0,0,0
2020-04-11,Radford city,Virginia,51750.0,1,0,0,0
2020-04-12,Radford city,Virginia,51750.0,1,0,0,0
2020-04-13,Radford city,Virginia,51750.0,1,0,0,0
2020-04-14,Radford city,Virginia,51750.0,1,0,0,0
2020-04-15,Radford city,Virginia,51750.0,1,0,0,0
2020-04-16,Radford city,Virginia,51750.0,1,0,0,0
2020-04-17,Radford city,Virginia,51750.0,1,0,0,0
2020-04-18,Radford city,Virginia,51750.0,1,0,0,0
2020-04-19,Radford city,Virginia,51750.0,1,0,0,0
2020-04-20,Radford city,Virginia,51750.0,1,0,0,0
2020-04-21,Radford city,Virginia,51750.0,1,0,0,0
2020-04-22,Radford city,Virginia,51750.0,2,0,1,0
2020-04-23,Radford city,Virginia,51750.0,2,0,0,0
2020-04-24,Radford city,Virginia,51750.0,2,0,0,0
2020-04-25,Radford city,Virginia,51750.0,3,0,1,0
2020-04-26,Radford city,Virginia,51750.0,3,0,0,0
2020-04-27,Radford city,Virginia,51750.0,3,0,0,0
2020-04-28,Radford city,Virginia,51750.0,3,0,0,0
2020-04-29,Radford city,Virginia,51750.0,3,0,0,0
2020-04-30,Radford city,Virginia,51750.0,3,0,0,0
2020-05-01,Radford city,Virginia,51750.0,3,0,0,0
2020-05-02,Radford city,Virginia,51750.0,3,0,0,0
2020-05-03,Radford city,Virginia,51750.0,3,0,0,0
2020-05-04,Radford city,Virginia,51750.0,3,0,0,0
2020-05-05,Radford city,Virginia,51750.0,3,0,0,0
2020-05-06,Radford city,Virginia,51750.0,3,0,0,0
2020-05-07,Radford city,Virginia,51750.0,3,0,0,0
2020-05-08,Radford city,Virginia,51750.0,3,0,0,0
2020-05-09,Radford city,Virginia,51750.0,3,0,0,0
2020-05-10,Radford city,Virginia,51750.0,3,0,0,0
2020-05-11,Radford city,Virginia,51750.0,3,0,0,0
2020-05-12,Radford city,Virginia,51750.0,3,0,0,0
2020-05-13,Radford city,Virginia,51750.0,3,0,0,0
2020-05-14,Radford city,Virginia,51750.0,3,0,0,0
2020-05-15,Radford city,Virginia,51750.0,3,0,0,0
2020-05-16,Radford city,Virginia,51750.0,3,0,0,0
2020-05-17,Radford city,Virginia,51750.0,3,0,0,0
2020-05-18,Radford city,Virginia,51750.0,3,0,0,0
2020-05-19,Radford city,Virginia,51750.0,3,0,0,0
2020-05-20,Radford city,Virginia,51750.0,4,0,1,0
2020-05-21,Radford city,Virginia,51750.0,4,0,0,0
2020-05-22,Radford city,Virginia,51750.0,4,0,0,0
2020-05-23,Radford city,Virginia,51750.0,4,0,0,0
2020-05-24,Radford city,Virginia,51750.0,6,0,2,0
2020-05-25,Radford city,Virginia,51750.0,7,0,1,0
2020-05-26,Radford city,Virginia,51750.0,7,0,0,0
2020-05-27,Radford city,Virginia,51750.0,7,0,0,0
2020-05-28,Radford city,Virginia,51750.0,6,0,-1,0
2020-05-29,Radford city,Virginia,51750.0,6,0,0,0
2020-05-30,Radford city,Virginia,51750.0,6,0,0,0
2020-05-31,Radford city,Virginia,51750.0,6,0,0,0
2020-06-01,Radford city,Virginia,51750.0,6,0,0,0
2020-06-02,Radford city,Virginia,51750.0,6,0,0,0
2020-06-03,Radford city,Virginia,51750.0,6,0,0,0
2020-06-04,Radford city,Virginia,51750.0,6,0,0,0
2020-06-05,Radford city,Virginia,51750.0,6,0,0,0
2020-06-06,Radford city,Virginia,51750.0,7,0,1,0
2020-06-07,Radford city,Virginia,51750.0,7,0,0,0
2020-06-08,Radford city,Virginia,51750.0,7,0,0,0
2020-06-09,Radford city,Virginia,51750.0,7,0,0,0
2020-06-10,Radford city,Virginia,51750.0,7,0,0,0
2020-06-11,Radford city,Virginia,51750.0,7,0,0,0
2020-06-12,Radford city,Virginia,51750.0,7,0,0,0
2020-06-13,Radford city,Virginia,51750.0,8,0,1,0
2020-06-14,Radford city,Virginia,51750.0,8,0,0,0
2020-06-15,Radford city,Virginia,51750.0,8,0,0,0
2020-06-16,Radford city,Virginia,51750.0,9,0,1,0
2020-06-17,Radford city,Virginia,51750.0,9,0,0,0
2020-06-18,Radford city,Virginia,51750.0,9,0,0,0
2020-06-19,Radford city,Virginia,51750.0,9,0,0,0
2020-06-20,Radford city,Virginia,51750.0,9,0,0,0
2020-06-21,Radford city,Virginia,51750.0,10,0,1,0
2020-06-22,Radford city,Virginia,51750.0,10,0,0,0
2020-06-23,Radford city,Virginia,51750.0,10,0,0,0
2020-06-24,Radford city,Virginia,51750.0,11,0,1,0
2020-06-25,Radford city,Virginia,51750.0,11,0,0,0
2020-06-26,Radford city,Virginia,51750.0,11,0,0,0
2020-06-27,Radford city,Virginia,51750.0,11,0,0,0
2020-06-28,Radford city,Virginia,51750.0,11,0,0,0
2020-06-29,Radford city,Virginia,51750.0,11,0,0,0
2020-06-30,Radford city,Virginia,51750.0,11,0,0,0
2020-07-01,Radford city,Virginia,51750.0,12,0,1,0
2020-07-02,Radford city,Virginia,51750.0,13,0,1,0
2020-07-03,Radford city,Virginia,51750.0,14,0,1,0
2020-07-04,Radford city,Virginia,51750.0,14,0,0,0
2020-07-05,Radford city,Virginia,51750.0,14,0,0,0
2020-07-06,Radford city,Virginia,51750.0,14,0,0,0
2020-07-07,Radford city,Virginia,51750.0,14,0,0,0
2020-07-08,Radford city,Virginia,51750.0,15,0,1,0
2020-07-09,Radford city,Virginia,51750.0,16,0,1,0
2020-03-18,Richmond city,Virginia,51760.0,4,0,4,0
2020-03-19,Richmond city,Virginia,51760.0,4,0,0,0
2020-03-20,Richmond city,Virginia,51760.0,5,0,1,0
2020-03-21,Richmond city,Virginia,51760.0,6,0,1,0
2020-03-22,Richmond city,Virginia,51760.0,6,0,0,0
2020-03-23,Richmond city,Virginia,51760.0,8,0,2,0
2020-03-24,Richmond city,Virginia,51760.0,11,0,3,0
2020-03-25,Richmond city,Virginia,51760.0,13,0,2,0
2020-03-26,Richmond city,Virginia,51760.0,14,0,1,0
2020-03-27,Richmond city,Virginia,51760.0,17,0,3,0
2020-03-28,Richmond city,Virginia,51760.0,20,0,3,0
2020-03-29,Richmond city,Virginia,51760.0,25,0,5,0
2020-03-30,Richmond city,Virginia,51760.0,25,0,0,0
2020-03-31,Richmond city,Virginia,51760.0,26,0,1,0
2020-04-01,Richmond city,Virginia,51760.0,33,2,7,2
2020-04-02,Richmond city,Virginia,51760.0,52,2,19,0
2020-04-03,Richmond city,Virginia,51760.0,76,2,24,0
2020-04-04,Richmond city,Virginia,51760.0,96,2,20,0
2020-04-05,Richmond city,Virginia,51760.0,99,2,3,0
2020-04-06,Richmond city,Virginia,51760.0,105,2,6,0
2020-04-07,Richmond city,Virginia,51760.0,110,2,5,0
2020-04-08,Richmond city,Virginia,51760.0,119,2,9,0
2020-04-09,Richmond city,Virginia,51760.0,126,2,7,0
2020-04-10,Richmond city,Virginia,51760.0,139,2,13,0
2020-04-11,Richmond city,Virginia,51760.0,148,2,9,0
2020-04-12,Richmond city,Virginia,51760.0,154,2,6,0
2020-04-13,Richmond city,Virginia,51760.0,167,4,13,2
2020-04-14,Richmond city,Virginia,51760.0,175,7,8,3
2020-04-15,Richmond city,Virginia,51760.0,177,7,2,0
2020-04-16,Richmond city,Virginia,51760.0,188,7,11,0
2020-04-17,Richmond city,Virginia,51760.0,201,7,13,0
2020-04-18,Richmond city,Virginia,51760.0,211,7,10,0
2020-04-19,Richmond city,Virginia,51760.0,231,9,20,2
2020-04-20,Richmond city,Virginia,51760.0,236,9,5,0
2020-04-21,Richmond city,Virginia,51760.0,246,10,10,1
2020-04-22,Richmond city,Virginia,51760.0,250,10,4,0
2020-04-23,Richmond city,Virginia,51760.0,259,13,9,3
2020-04-24,Richmond city,Virginia,51760.0,267,14,8,1
2020-04-25,Richmond city,Virginia,51760.0,287,14,20,0
2020-04-26,Richmond city,Virginia,51760.0,301,14,14,0
2020-04-27,Richmond city,Virginia,51760.0,304,14,3,0
2020-04-28,Richmond city,Virginia,51760.0,312,14,8,0
2020-04-29,Richmond city,Virginia,51760.0,323,14,11,0
2020-04-30,Richmond city,Virginia,51760.0,339,15,16,1
2020-05-01,Richmond city,Virginia,51760.0,364,15,25,0
2020-05-02,Richmond city,Virginia,51760.0,382,16,18,1
2020-05-03,Richmond city,Virginia,51760.0,403,16,21,0
2020-05-04,Richmond city,Virginia,51760.0,419,16,16,0
2020-05-05,Richmond city,Virginia,51760.0,438,16,19,0
2020-05-06,Richmond city,Virginia,51760.0,438,16,0,0
2020-05-07,Richmond city,Virginia,51760.0,473,17,35,1
2020-05-08,Richmond city,Virginia,51760.0,494,18,21,1
2020-05-09,Richmond city,Virginia,51760.0,512,18,18,0
2020-05-10,Richmond city,Virginia,51760.0,530,18,18,0
2020-05-11,Richmond city,Virginia,51760.0,546,18,16,0
2020-05-12,Richmond city,Virginia,51760.0,565,18,19,0
2020-05-13,Richmond city,Virginia,51760.0,592,18,27,0
2020-05-14,Richmond city,Virginia,51760.0,611,18,19,0
2020-05-15,Richmond city,Virginia,51760.0,665,18,54,0
2020-05-16,Richmond city,Virginia,51760.0,741,18,76,0
2020-05-17,Richmond city,Virginia,51760.0,758,18,17,0
2020-05-18,Richmond city,Virginia,51760.0,779,18,21,0
2020-05-19,Richmond city,Virginia,51760.0,811,19,32,1
2020-05-20,Richmond city,Virginia,51760.0,835,19,24,0
2020-05-21,Richmond city,Virginia,51760.0,888,20,53,1
2020-05-22,Richmond city,Virginia,51760.0,934,20,46,0
2020-05-23,Richmond city,Virginia,51760.0,979,19,45,-1
2020-05-24,Richmond city,Virginia,51760.0,1012,19,33,0
2020-05-25,Richmond city,Virginia,51760.0,1040,20,28,1
2020-05-26,Richmond city,Virginia,51760.0,1089,20,49,0
2020-05-27,Richmond city,Virginia,51760.0,1112,21,23,1
2020-05-28,Richmond city,Virginia,51760.0,1133,21,21,0
2020-05-29,Richmond city,Virginia,51760.0,1202,22,69,1
2020-05-30,Richmond city,Virginia,51760.0,1249,24,47,2
2020-05-31,Richmond city,Virginia,51760.0,1316,24,67,0
2020-06-01,Richmond city,Virginia,51760.0,1397,25,81,1
2020-06-02,Richmond city,Virginia,51760.0,1434,24,37,-1
2020-06-03,Richmond city,Virginia,51760.0,1455,24,21,0
2020-06-04,Richmond city,Virginia,51760.0,1488,24,33,0
2020-06-05,Richmond city,Virginia,51760.0,1527,25,39,1
2020-06-06,Richmond city,Virginia,51760.0,1592,25,65,0
2020-06-07,Richmond city,Virginia,51760.0,1621,26,29,1
2020-06-08,Richmond city,Virginia,51760.0,1651,26,30,0
2020-06-09,Richmond city,Virginia,51760.0,1667,27,16,1
2020-06-10,Richmond city,Virginia,51760.0,1686,26,19,-1
2020-06-11,Richmond city,Virginia,51760.0,1709,26,23,0
2020-06-12,Richmond city,Virginia,51760.0,1733,28,24,2
2020-06-13,Richmond city,Virginia,51760.0,1789,28,56,0
2020-06-14,Richmond city,Virginia,51760.0,1814,29,25,1
2020-06-15,Richmond city,Virginia,51760.0,1832,29,18,0
2020-06-16,Richmond city,Virginia,51760.0,1848,29,16,0
2020-06-17,Richmond city,Virginia,51760.0,1872,28,24,-1
2020-06-18,Richmond city,Virginia,51760.0,1895,29,23,1
2020-06-19,Richmond city,Virginia,51760.0,1929,29,34,0
2020-06-20,Richmond city,Virginia,51760.0,1960,29,31,0
2020-06-21,Richmond city,Virginia,51760.0,1985,29,25,0
2020-06-22,Richmond city,Virginia,51760.0,2008,29,23,0
2020-06-23,Richmond city,Virginia,51760.0,2031,30,23,1
2020-06-24,Richmond city,Virginia,51760.0,2071,31,40,1
2020-06-25,Richmond city,Virginia,51760.0,2089,30,18,-1
2020-06-26,Richmond city,Virginia,51760.0,2133,30,44,0
2020-06-27,Richmond city,Virginia,51760.0,2159,30,26,0
2020-06-28,Richmond city,Virginia,51760.0,2184,30,25,0
2020-06-29,Richmond city,Virginia,51760.0,2195,30,11,0
2020-06-30,Richmond city,Virginia,51760.0,2209,30,14,0
2020-07-01,Richmond city,Virginia,51760.0,2213,29,4,-1
2020-07-02,Richmond city,Virginia,51760.0,2227,30,14,1
2020-07-03,Richmond city,Virginia,51760.0,2248,30,21,0
2020-07-04,Richmond city,Virginia,51760.0,2262,29,14,-1
2020-07-05,Richmond city,Virginia,51760.0,2276,29,14,0
2020-07-06,Richmond city,Virginia,51760.0,2288,29,12,0
2020-07-07,Richmond city,Virginia,51760.0,2301,29,13,0
2020-07-08,Richmond city,Virginia,51760.0,2321,29,20,0
2020-07-09,Richmond city,Virginia,51760.0,2333,33,12,4
2020-03-27,Roanoke city,Virginia,51770.0,1,0,1,0
2020-03-28,Roanoke city,Virginia,51770.0,1,0,0,0
2020-03-29,Roanoke city,Virginia,51770.0,1,0,0,0
2020-03-30,Roanoke city,Virginia,51770.0,6,0,5,0
2020-03-31,Roanoke city,Virginia,51770.0,6,0,0,0
2020-04-01,Roanoke city,Virginia,51770.0,6,0,0,0
2020-04-02,Roanoke city,Virginia,51770.0,9,0,3,0
2020-04-03,Roanoke city,Virginia,51770.0,9,0,0,0
2020-04-04,Roanoke city,Virginia,51770.0,10,0,1,0
2020-04-05,Roanoke city,Virginia,51770.0,10,0,0,0
2020-04-06,Roanoke city,Virginia,51770.0,11,0,1,0
2020-04-07,Roanoke city,Virginia,51770.0,12,0,1,0
2020-04-08,Roanoke city,Virginia,51770.0,14,0,2,0
2020-04-09,Roanoke city,Virginia,51770.0,15,0,1,0
2020-04-10,Roanoke city,Virginia,51770.0,16,0,1,0
2020-04-11,Roanoke city,Virginia,51770.0,17,0,1,0
2020-04-12,Roanoke city,Virginia,51770.0,20,0,3,0
2020-04-13,Roanoke city,Virginia,51770.0,21,0,1,0
2020-04-14,Roanoke city,Virginia,51770.0,21,0,0,0
2020-04-15,Roanoke city,Virginia,51770.0,22,0,1,0
2020-04-16,Roanoke city,Virginia,51770.0,24,0,2,0
2020-04-17,Roanoke city,Virginia,51770.0,24,0,0,0
2020-04-18,Roanoke city,Virginia,51770.0,24,0,0,0
2020-04-19,Roanoke city,Virginia,51770.0,24,0,0,0
2020-04-20,Roanoke city,Virginia,51770.0,24,0,0,0
2020-04-21,Roanoke city,Virginia,51770.0,25,0,1,0
2020-04-22,Roanoke city,Virginia,51770.0,27,0,2,0
2020-04-23,Roanoke city,Virginia,51770.0,28,0,1,0
2020-04-24,Roanoke city,Virginia,51770.0,33,0,5,0
